Phosphorus,Nitrogen,Potassium ,ph,humidity,temperature,rainfall,crops
89,108,53,5.808497604,78.06762846,29.55054817,99.34482238,banana
88,108,55,5.891458107,83.390039,26.28845991,113.8729798,banana
77,105,52,5.816622479,76.16151562,29.16226551,100.0075679,banana
88,118,52,5.843163161,82.68752542,28.65003945,98.75084366,banana
87,101,54,6.376756633,76.50045221,29.07311132,100.1692639,banana
75,95,50,5.623615687,75.26429821,28.08166093,118.2761894,banana
85,106,53,5.91505509,78.8086068,27.1994597,99.72430835,banana
95,86,49,6.458714879,78.04602887,28.05484146,108.3957179,banana
79,83,55,5.565028635,83.34688193,25.14748006,98.66679427,banana
95,85,47,6.211833161,78.3422098,25.94019018,119.84797,banana
79,109,45,6.490074429,79.68542782,27.66752761,108.66464,banana
76,100,45,5.590236025,75.94067692,25.56703012,102.7867717,banana
86,117,48,6.225225239,82.54195839,28.6956201,116.1616839,banana
94,114,53,6.190757459,76.8532006,26.33544853,118.6858263,banana
78,110,50,5.915568968,78.89864446,25.93730186,98.21747528,banana
70,94,48,6.195152442,84.88394407,25.13686519,91.46442491,banana
71,80,47,6.156373499,80.79783998,27.50527651,105.0776992,banana
79,114,51,6.313197204,82.34429458,26.21009246,112.0700033,banana
78,88,45,6.324270089,79.19588629,29.10403455,92.07835761,banana
73,112,48,5.707488987,77.32017166,29.2440638,90.66727868,banana
76,117,47,6.119216009,77.38229006,25.56202173,93.10247183,banana
87,111,48,5.571401169,81.36028902,26.3985515,98.16752001,banana
83,89,47,5.63127166,77.79586769,28.09577643,109.5408614,banana
91,93,47,6.101241579,83.31110751,27.84767901,117.2878912,banana
81,92,52,6.438137279,81.4654833,27.39341554,94.31102057,banana
74,105,45,6.098369122,81.38204104,25.14517635,119.218154,banana
71,102,48,5.695267822,79.28693687,28.65456263,102.4633775,banana
91,94,51,5.618094446,76.67484233,29.16093424,109.575944,banana
71,116,47,6.435785799,82.0638878,27.57278064,91.34276507,banana
79,117,49,6.176644228,82.36208097,25.40909896,112.9794804,banana
72,119,55,6.220643671,83.33983116,25.99069521,112.0777152,banana
73,99,53,5.871702211,81.06003778,26.29039046,118.6730366,banana
84,91,52,6.390741836,78.71024836,29.14827211,117.536781,banana
90,80,47,6.21084479,79.35898915,26.59743595,107.3944717,banana
70,101,48,6.012696655,75.03193255,25.36059237,116.5531455,banana
89,108,53,5.908770059,80.18080728,29.12036889,112.3982055,banana
80,100,52,6.049801781,77.25629897,27.53911354,110.3262123,banana
91,109,53,6.010095853,83.51014178,29.66727337,110.2511102,banana
78,82,46,5.738678895,84.97323747,25.05802193,110.4408803,banana
70,106,55,5.74055541,78.52399914,25.86824781,116.3019555,banana
86,90,52,5.793260262,81.95580471,25.85036988,119.0856171,banana
95,83,50,5.50947065,77.79913575,26.51682337,108.8547508,banana
90,119,48,5.986442306,79.59242542,28.66725136,118.2583441,banana
72,107,45,5.790768046,81.54448882,28.14938935,91.40508414,banana
81,116,55,5.915546415,83.6995044,26.42313317,95.12322062,banana
75,101,50,6.242528278,81.40740301,26.59386409,109.9825551,banana
81,93,50,6.036079266,76.57853189,27.71822477,102.2099836,banana
75,95,45,5.829898502,82.95958244,28.98333432,109.022564,banana
71,107,55,6.088064451,83.96754496,29.42017919,117.229079,banana
94,83,47,6.469370954,81.10523402,27.39872329,112.1355384,banana
73,102,54,5.720726906,84.41007614,26.4020227,111.0162259,banana
79,86,45,5.80766417,82.69285419,27.81251452,99.20961514,banana
86,117,53,5.703381728,83.55829874,25.19640218,115.8586081,banana
79,111,53,6.165001278,75.77363772,28.31193338,119.695765,banana
74,95,50,6.002481605,80.47152737,25.90113128,110.10323,banana
75,91,55,6.212369363,76.11239849,27.48612983,109.2768851,banana
83,93,46,5.765308943,83.50423735,29.38254012,109.2486647,banana
85,92,51,5.740764682,81.08183635,29.22118628,108.8616474,banana
80,104,54,5.879119455,81.33506906,27.09062164,110.1331182,banana
72,103,51,6.099478745,81.81365007,26.12643374,104.4812858,banana
75,92,45,5.674403359,77.95192527,29.01207743,90.43495443,banana
85,93,49,5.694243847,79.28625709,27.96799119,119.4765557,banana
87,120,52,5.905494703,76.05522115,28.0764455,118.9923573,banana
72,108,46,6.110844721,84.97849241,25.16278237,90.94554618,banana
88,105,54,6.020445317,84.51194224,25.78749808,114.2005455,banana
79,98,50,6.435917308,84.47321314,25.34119774,91.06493353,banana
88,111,55,5.505393833,78.34971537,29.44795403,96.45042585,banana
74,97,45,5.677719902,78.51833782,26.47522633,113.1161095,banana
82,95,48,5.719014989,83.31172003,27.39489579,92.78133617,banana
91,89,55,6.275572298,80.261731,25.08347445,94.32961456,banana
85,89,55,6.275384607,76.48541655,26.6719835,91.73358569,banana
88,118,51,6.201911642,79.49221962,25.44926208,100.6619171,banana
92,101,45,5.758054257,80.6430384,28.22776705,98.00403016,banana
92,99,47,6.323933647,77.48247073,28.1279509,103.5045395,banana
77,82,46,5.901100841,82.1888998,28.9470467,95.83016448,banana
86,90,55,5.644486582,84.15403614,27.96236771,97.55986676,banana
88,95,52,6.235461772,78.90085998,28.00316034,94.68180316,banana
73,104,46,6.28236237,80.1190228,29.1400919,90.45142867,banana
73,102,52,6.356090905,83.36307683,27.9122104,90.24211529,banana
74,100,52,5.837258235,81.53977797,25.43480512,96.47800391,banana
89,94,48,5.653437902,84.51602322,28.55980972,111.0843029,banana
70,99,46,5.727469947,82.99556744,26.59580783,100.5123341,banana
87,112,48,6.200111068,77.3970629,27.19711623,99.46950465,banana
82,117,45,5.614471478,79.29122198,25.29391516,105.4220251,banana
86,96,51,6.257369799,76.98740841,29.90888522,91.99964712,banana
85,113,45,6.037430836,76.63713353,27.94972463,109.0921631,banana
93,105,46,5.760457558,78.76260938,25.01018457,108.3690513,banana
89,85,51,6.158164422,84.70189923,29.21144871,108.5501443,banana
94,108,47,6.387431383,84.54625006,27.35911627,90.81250457,banana
81,92,52,5.891413895,76.52808057,28.0106804,103.7040783,banana
71,110,54,5.725418961,82.20793613,28.67208915,94.37987496,banana
75,82,55,6.281069505,78.4873835,27.34585147,92.15524332,banana
81,117,53,5.507641778,78.20585613,29.50704598,98.12565829,banana
79,56,15,7.454532137,63.19915325,29.48439992,71.89090748,blackgram
62,25,21,7.040056094,68.13999721,26.73433965,67.15096376,blackgram
61,42,22,7.418650668,62.28814857,26.27274407,70.23207557,blackgram
73,42,25,6.501869314,67.21113844,34.03679184,73.23573601,blackgram
58,44,18,6.814410928,65.06601664,28.03644051,72.49507741,blackgram
55,50,16,7.581442888,65.33538112,28.81460716,62.26242533,blackgram
72,35,21,7.741418772,64.28791388,34.03619494,66.85510868,blackgram
64,30,20,6.573531614,61.57072498,33.8642935,68.02199825,blackgram
64,27,21,7.543804223,68.68401492,32.84213012,73.67166182,blackgram
74,50,17,6.5408208,63.36085585,27.10053268,73.84949872,blackgram
73,39,24,7.22405917,61.18235808,25.65842532,69.28607828,blackgram
67,57,25,7.551364319,66.61452812,32.34744009,64.55882254,blackgram
63,52,19,6.928898659,68.32176769,29.58949031,67.53021213,blackgram
66,55,22,7.747775263,68.79427388,30.91219459,66.63830637,blackgram
56,51,18,6.706505915,64.2097765,28.12787838,70.86340755,blackgram
66,36,15,6.668238556,69.34811988,30.08545364,67.1367443,blackgram
55,59,19,7.332375138,62.51007687,31.74379487,68.97097538,blackgram
58,50,23,7.596802025,62.50460464,27.81326852,69.75555541,blackgram
65,30,25,7.70650895,64.59457409,32.88733849,71.50569456,blackgram
62,20,18,7.366542647,64.98742947,29.36358721,61.91208707,blackgram
71,58,15,6.919243702,67.5861883,27.82592799,74.01229707,blackgram
71,25,24,7.187721818,60.44848407,28.49538735,74.91559514,blackgram
71,52,16,7.075886472,68.53997144,27.74274761,71.78615328,blackgram
63,40,18,6.74441168,67.66323804,30.41588462,63.02473185,blackgram
60,20,25,6.726469088,69.09047809,27.3254209,61.19250859,blackgram
61,48,21,6.628264883,61.69295127,30.28496619,65.62859526,blackgram
68,49,22,7.127064207,61.53278622,28.56840626,63.49726331,blackgram
62,48,15,7.538631462,66.6379724,25.36586097,65.81655892,blackgram
66,32,17,7.162357641,65.26774011,34.9466155,70.1415139,blackgram
63,21,22,6.859409487,67.72837887,25.09737391,74.61649888,blackgram
72,20,19,7.397190844,64.34848735,32.47648301,65.820457,blackgram
65,25,21,6.880245789,68.59232289,33.86351172,69.24464096,blackgram
78,41,21,6.581313137,60.37332688,25.19857725,70.88787207,blackgram
67,53,17,7.296972161,69.01852894,31.77681682,61.46892873,blackgram
60,39,21,6.97297656,63.59948557,34.89814946,64.72797143,blackgram
76,25,17,7.241148507,68.63525428,31.74105409,62.3061735,blackgram
78,21,19,6.92009048,66.76017239,27.16159076,69.85112265,blackgram
60,57,17,7.504608385,67.88521396,26.23773129,73.58663968,blackgram
75,56,15,7.152272256,60.06534859,30.20157245,66.37171179,blackgram
72,49,15,7.137004749,67.83563765,31.55846339,74.86960831,blackgram
80,24,19,6.808041722,69.0854554,29.67892453,65.66436565,blackgram
76,49,18,7.393631868,67.7017527,27.05365239,60.4693835,blackgram
68,28,19,7.69950698,61.38597868,34.63880966,72.43169115,blackgram
78,55,21,6.602888249,62.93692886,33.39438752,63.57445989,blackgram
64,50,25,6.734447425,63.37230676,28.84079155,70.25496749,blackgram
80,34,19,6.521217963,63.0563645,31.49338309,71.48327008,blackgram
68,20,23,7.707332484,63.95425534,25.54960633,63.1830529,blackgram
67,55,16,6.596719015,69.69366426,34.37329112,70.27184748,blackgram
70,23,15,7.403623355,63.11296779,34.6008247,60.41790253,blackgram
74,53,15,7.517097,64.94329356,29.43463808,72.17818157,blackgram
67,26,16,7.17620823,67.90577375,29.10713092,67.83345933,blackgram
80,33,22,6.593961761,65.71765781,28.57006111,70.0866434,blackgram
79,37,19,7.143942758,69.3478631,27.54384835,69.40878198,blackgram
75,33,21,6.690655045,68.93875631,33.04687968,62.30278274,blackgram
55,22,20,7.423530351,69.96100028,33.95309131,61.16350463,blackgram
68,20,17,6.578714843,60.11680815,30.11873003,71.72980375,blackgram
68,43,20,7.497469256,66.17587668,29.57812712,69.43895491,blackgram
76,44,22,7.775306272,68.01232937,27.26458947,68.91754359,blackgram
60,34,16,7.322555223,64.24992106,31.35730791,63.85668948,blackgram
72,21,17,7.580527339,66.55723677,31.52104732,61.71111448,blackgram
68,25,19,7.108450121,64.25510719,29.39982732,67.47677295,blackgram
62,41,15,7.358974541,64.14928485,29.38400259,65.24194361,blackgram
65,28,23,7.405176138,61.88871127,28.38686534,74.24459122,blackgram
64,35,15,6.500144962,63.53604453,28.47442276,69.5274407,blackgram
58,52,16,7.167435834,61.14508627,30.64095781,71.36947525,blackgram
75,58,25,7.261791753,61.36669662,25.25596239,68.64685069,blackgram
66,34,19,7.586642101,60.18122078,32.97030511,73.44678678,blackgram
70,52,16,7.534811833,66.60416867,33.66855394,67.32520551,blackgram
57,23,19,7.251000789,67.99803573,32.83963757,73.40452716,blackgram
58,42,25,6.513620918,62.90020977,27.45853567,69.46020927,blackgram
62,37,17,7.121254928,69.84354028,25.68576704,74.62068748,blackgram
75,44,22,7.574561547,64.14800537,30.0328403,71.21006868,blackgram
80,21,20,7.350869792,68.27085245,28.20667264,64.32887142,blackgram
76,56,16,7.513151076,61.18956161,28.27265858,63.29900785,blackgram
76,29,15,7.025607706,64.2020154,28.5417236,69.68862306,blackgram
61,43,20,6.804253866,61.61367264,26.87187036,63.51822045,blackgram
60,55,15,7.163043872,68.77994074,32.79766751,64.11411069,blackgram
63,44,15,7.338929556,64.51136845,26.42333018,63.46546487,blackgram
67,29,21,6.621323612,63.38789228,29.79181107,63.02169909,blackgram
63,47,16,6.661870999,67.10464369,27.44003279,72.50669768,blackgram
68,40,17,7.733149554,65.14877461,34.1262979,70.40795007,blackgram
61,58,15,7.402891666,64.23364112,30.94908189,62.78730907,blackgram
74,41,18,6.599147298,61.02701476,28.75751783,73.37686831,blackgram
79,58,17,7.04174124,66.10123083,27.24766491,62.31842057,blackgram
62,27,24,7.353876754,66.770943,28.63005477,62.2737345,blackgram
60,27,17,7.026795359,63.64698302,26.41768321,64.42177127,blackgram
65,52,20,6.814301033,66.15665137,32.81705216,68.83924882,blackgram
55,44,25,7.42160832,65.91359954,29.6321052,71.16331975,blackgram
62,21,24,6.847382891,62.73317204,33.49077065,65.45328463,blackgram
59,60,22,7.191522601,66.74217464,31.86847286,74.22238583,blackgram
77,33,21,7.01285529,65.62971858,30.32992227,71.64631281,blackgram
58,59,17,7.368318809,66.31394098,28.546224,62.83469851,blackgram
63,29,17,7.26154329,67.88811637,30.02629908,66.47264636,blackgram
63,59,18,6.52669158,60.13263713,31.65531175,66.69096751,blackgram
70,29,15,6.872594461,63.54718862,30.33499674,74.16699119,blackgram
73,58,16,6.874142175,65.67718163,33.36984395,64.89517488,blackgram
77,55,22,7.76061831,62.99303471,31.4345059,64.77651469,blackgram
79,42,23,6.781841984,63.29103387,27.71678273,68.56507978,blackgram
77,44,21,7.326980454,61.3009051,32.63918668,61.83876146,blackgram
62,38,25,7.453975408,67.77954584,32.7477393,63.37784443,blackgram
72,40,77,7.485996067,16.98861173,17.02498456,88.55123143,chickpea
72,23,84,6.920251378,17.13159126,19.02061277,79.92698081,chickpea
58,39,85,5.996932037,15.40589717,17.88776475,68.54932919,chickpea
72,22,85,6.391173589,15.65809214,18.86805647,88.51048983,chickpea
67,36,77,7.152811172,19.56381041,18.36952567,79.26357665,chickpea
73,32,81,5.988992796,15.40312102,20.45078582,92.68373702,chickpea
70,58,84,6.231049028,16.60820843,20.6543203,74.6631118,chickpea
70,59,84,7.550808267,18.74926979,17.3348681,82.61734721,chickpea
62,42,75,7.010570541,18.90426935,18.17912258,81.84997529,chickpea
74,28,81,8.753795334,18.30968112,18.01272266,81.98568791,chickpea
66,58,79,8.718192847,19.33470387,20.99373558,93.55280105,chickpea
66,43,79,7.976607593,15.22538951,19.46233971,74.58565097,chickpea
63,58,81,6.515499549,14.69765308,19.81344531,78.96514709,chickpea
62,23,85,8.490127142,19.5161216,18.97424756,80.7108745,chickpea
62,27,77,6.576415562,14.71070537,18.19737048,70.18185181,chickpea
72,28,84,6.481783043,19.18197264,18.72963144,71.58010169,chickpea
56,50,76,7.966605025,19.8601304,20.99502153,73.50734019,chickpea
71,39,84,8.140825437,16.39535215,20.28155898,82.52339655,chickpea
78,25,76,7.228963452,15.7559405,17.48042641,66.96980581,chickpea
70,31,77,6.492546046,14.32313811,20.88818675,90.46228334,chickpea
80,26,83,7.528599957,16.14565756,17.08498521,71.31007253,chickpea
68,25,77,7.701446446,15.11279612,20.09340593,85.74904898,chickpea
78,31,76,8.519975748,14.99927489,17.57212145,89.31050665,chickpea
68,60,83,6.620900869,18.43475844,19.12065218,85.52950164,chickpea
62,59,83,8.104396058,19.22008229,18.57665902,72.94940441,chickpea
67,22,78,6.204090835,14.42457525,17.16606398,72.32667516,chickpea
65,36,80,6.051091339,16.67921616,18.2872007,74.87445574,chickpea
60,59,84,7.690962338,18.66725565,19.03025305,94.70992037,chickpea
77,54,85,7.829211144,17.0662427,17.1418614,83.74606679,chickpea
68,43,81,6.761599706,17.93253975,17.47809436,78.92060234,chickpea
76,28,82,6.654425315,14.25803981,20.56601874,83.75937135,chickpea
79,42,85,6.129533877,15.82069268,17.22385224,76.57580954,chickpea
60,32,83,8.829273328,19.44225438,19.69141713,91.76071648,chickpea
78,22,76,8.621662982,19.09172907,17.84851658,76.32470713,chickpea
79,31,75,8.204862075,16.1074793,18.8202251,89.73119396,chickpea
58,28,81,6.18042747,16.54314829,17.47500984,93.35034262,chickpea
58,57,77,7.978996755,17.58406365,18.72649425,81.20176515,chickpea
55,49,78,7.863113671,16.17772668,18.65580107,81.70769297,chickpea
76,46,77,6.967843048,19.68538502,18.2356751,83.74879344,chickpea
61,54,77,6.206582193,15.21618225,18.81198127,77.5429424,chickpea
60,38,76,8.868741443,17.80852431,18.65054116,77.92798682,chickpea
55,59,79,8.766128654,16.89574311,20.36720401,82.2545577,chickpea
76,36,75,8.736337905,16.63805158,18.38120357,70.52056697,chickpea
68,57,81,8.081095263,17.30457712,17.17012591,72.78624223,chickpea
66,35,81,6.138243973,15.77458129,19.37101121,85.24819851,chickpea
64,35,78,7.496645259,14.27327988,17.92845928,85.37378769,chickpea
60,52,79,8.380185271,18.23490739,19.45339934,75.6317566,chickpea
76,27,83,6.289614016,14.92241479,19.12829388,89.61857826,chickpea
60,57,84,6.586777189,17.26184541,19.1034283,75.49101167,chickpea
68,52,78,6.89655198,16.96070581,17.48504075,86.05078037,chickpea
79,43,79,7.806747656,18.98030507,19.40751744,80.25064637,chickpea
74,44,85,7.150681303,19.63719995,20.18649426,78.26039559,chickpea
55,24,78,6.64919573,15.15405941,17.30287885,75.57790384,chickpea
77,29,75,7.778591618,15.48083156,17.50361137,72.9446671,chickpea
60,20,78,6.358740355,14.70085967,18.17234999,90.7760707,chickpea
67,56,78,8.255450758,16.71826572,17.57445618,77.81891424,chickpea
66,37,85,6.456148474,18.91295403,20.93175255,78.06910795,chickpea
71,49,76,6.613072145,17.63879418,19.71098332,85.57925437,chickpea
69,59,80,8.165359297,17.86754927,19.07937684,69.40619137,chickpea
79,20,77,7.64867466,16.02542689,18.54988627,76.32565249,chickpea
56,24,85,6.545888558,17.41333199,18.19903647,80.6405403,chickpea
72,51,75,7.104224797,14.99451145,18.88852533,80.1113384,chickpea
73,57,85,7.358099622,14.72115044,18.49311205,91.94595352,chickpea
64,22,82,6.4740245,17.17260319,19.48974337,87.51312796,chickpea
73,52,79,7.840339389,18.74943955,17.25769499,94.00287214,chickpea
75,29,75,7.064790365,18.71483156,19.62416326,88.4585692,chickpea
59,44,78,7.599033472,19.85388984,20.67526473,84.78344008,chickpea
69,41,82,6.715587232,16.63294455,20.02381489,68.97806542,chickpea
56,52,85,6.81712422,14.44228303,20.1187446,88.68168643,chickpea
76,34,80,7.985417393,15.84572566,20.65691793,65.23811143,chickpea
74,42,83,7.545258424,14.2804191,19.2582557,65.78042032,chickpea
71,34,79,7.728998197,15.85622899,17.927806,74.63872762,chickpea
73,27,79,7.354973451,15.83500655,19.16288268,82.69766829,chickpea
70,30,79,7.313122235,19.96978871,20.26942271,69.64449182,chickpea
57,57,75,7.785039076,18.25142068,17.09104223,87.27444866,chickpea
79,27,82,6.307004923,17.54024066,17.06579293,70.87150577,chickpea
71,32,85,6.403982316,14.44008871,20.62767492,92.06630306,chickpea
76,31,82,7.599279991,17.85057083,20.8248451,79.20509212,chickpea
75,33,84,7.217018459,18.72831993,19.46210401,68.81405149,chickpea
80,47,77,7.561108006,16.42891834,17.18248372,72.85017344,chickpea
62,54,80,7.489545074,16.39055394,17.48911699,79.45758333,chickpea
79,47,78,6.609696734,14.76014523,17.48395377,65.11365631,chickpea
57,35,83,7.476800943,17.44534641,19.48316794,80.4986291,chickpea
73,53,77,7.325451279,18.09665739,19.71359733,73.64476535,chickpea
61,45,78,6.489389282,16.06240074,19.48649305,81.5284269,chickpea
78,37,79,7.786366322,14.82633099,19.95264829,88.6810311,chickpea
75,30,81,6.408437886,16.80472243,19.41789736,68.4951189,chickpea
55,37,82,8.423873703,18.02235902,19.45591848,78.44910564,chickpea
65,53,76,8.719960893,16.41998269,20.19137759,77.33795356,chickpea
60,22,85,7.811997977,14.74071856,18.8392908,94.78189594,chickpea
61,60,78,6.317153205,19.83643308,20.71219282,94.03659867,chickpea
67,42,77,7.114405288,15.9362937,18.99424448,78.69707199,chickpea
76,39,76,8.135900726,15.57324389,19.96837462,69.15759062,chickpea
63,35,76,7.714153038,17.60756635,17.81564548,90.82097601,chickpea
65,30,82,7.103798069,15.27824066,20.71424384,76.77888672,chickpea
56,57,78,8.861479668,18.75626255,17.34150229,67.9545435,chickpea
65,48,78,7.861128148,14.33847406,17.43732714,73.0926704,chickpea
56,36,83,7.4526709,19.76182946,18.89780215,69.09512477,chickpea
58,40,75,7.168096055,14.77959596,18.59190771,89.60982451,chickpea
69,49,82,7.26311855,15.36143547,18.31561493,81.78710463,chickpea
30,18,29,6.420018717,92.86056895,26.7627493,224.5903664,coconut
23,37,28,5.740054567,94.3138837,25.61294367,224.3206759,coconut
28,13,33,5.686972967,95.64807631,28.130115,151.0761899,coconut
21,2,35,6.293662363,91.53720922,25.02887163,179.8248944,coconut
18,10,35,6.381975465,99.64573002,27.79797651,181.6942283,coconut
11,7,32,5.542169139,95.11294697,29.25902906,184.7624496,coconut
5,39,31,5.551963184,93.69979946,27.10134661,150.9502632,coconut
6,34,27,5.860740481,90.92669463,25.84726298,147.8888994,coconut
30,31,29,5.558807063,90.98617591,26.58580443,178.8116076,coconut
7,25,35,5.55771171,99.18843684,28.38503882,189.6711349,coconut
